-0.42173576,0.6894455,0.08785102,-0.48383832,-0.1958916,-0.31113607,0.5495422,0.053767428,-0.3050006,0.02759847
-0.52432054,-0.14362489,-0.0044216057,0.41774583,0.21562587,-0.25658447,-1.0093967,0.8124797,-0.039855227,0.8234256
0.6827999,-0.51203734,-0.44108358,-0.082171015,0.31950575,1.0809366,0.29602104,-0.4064582,-0.38759062,-0.9113743
0.15514416,0.06789025,0.9478234,-0.016842995,-0.58045655,0.032776237,0.36219403,0.74393183,-0.8670706,-0.8714646
0.5054353,-0.27301005,-0.038634464,0.1628544,-0.6881295,0.33254427,0.20286544,0.09509819,0.15144913,-0.075180665
-0.19613512,-0.1865953,-0.71295667,0.18661167,0.471211,0.24233311,-0.61038274,0.751007,-0.035477143,0.36311743
-0.3407765,1.1258357,-0.07886396,-0.24007769,-0.188947,0.2776298,0.055859793,0.7875575,-0.7218958,-0.6018443
-0.5995247,0.7779584,-0.63483894,-0.0046642846,0.07626797,-0.5223141,-0.54115564,1.18006,-0.5901348,0.60108805
-0.37663338,0.5109825,-0.0223147,-0.25236377,-0.34636676,0.26431328,0.38337135,-0.07595398,0.19795933,-0.42921516
0.6502139,-0.30758208,-0.18283248,0.36186212,-0.22067304,0.23674957,0.1468898,-0.8551632,-0.47789314,0.59552276
0.9805303,-0.28319147,0.43702477,0.33680168,-0.7048113,0.51431173,0.36306578,0.19383314,-0.96333367,-0.9996538
-0.5141123,-0.052124545,0.087381795,0.06498543,-0.06797738,0.05756207,0.02174525,0.29740852,0.06582279,0.05485338
-0.12202968,-0.5970608,-0.16789025,-0.7572869,0.3324582,0.4262464,-0.5211808,0.20775937,-0.038971633,0.78142256
0.15434203,-0.36890104,0.58211225,0.51559633,-0.56404155,-0.49941355,-0.88139284,0.21015935,0.18698514,-0.0438511
0.45486033,-0.3002653,0.6819248,-0.26414716,-0.2183474,0.18804118,0.38171342,-0.73582566,0.24863932,-0.44337228
-0.52533144,1.1898404,0.39217335,0.612659,-0.6096291,-0.16448872,-0.4214521,-0.15702407,0.40922484,-0.44721273
0.66484016,-0.47797915,-0.26506218,0.6361088,-1.4223181,0.034314804,-1.1674165,0.70014966,0.124187134,0.98834413
0.09018589,0.1872174,0.24068017,0.21794088,-0.45655224,0.117312826,0.16936,-0.44311282,0.36448255,-1.1181624
